age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
51,unemployed,married,high.school,no,no,no,cellular,may,mon,14,5,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,no
32,services,married,professional.course,no,yes,no,cellular,nov,wed,186,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
47,services,married,high.school,no,yes,no,cellular,nov,tue,103,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
39,blue-collar,married,basic.9y,no,yes,yes,telephone,jul,fri,99,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
52,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,551,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
38,services,married,high.school,unknown,yes,no,telephone,jun,mon,25,7,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
56,management,married,university.degree,unknown,no,yes,telephone,may,tue,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,services,married,professional.course,no,yes,no,cellular,aug,thu,51,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
52,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
27,blue-collar,single,basic.9y,no,unknown,unknown,cellular,jul,mon,182,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
53,unemployed,married,university.degree,no,unknown,unknown,cellular,nov,mon,126,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
51,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,237,1,6,4,success,-1.7,94.027,-38.3,0.903,4991.6,yes
52,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,833,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
55,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,1581,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
36,technician,married,professional.course,no,no,no,telephone,may,tue,150,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
21,admin.,single,high.school,no,no,no,cellular,apr,thu,264,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
46,housemaid,married,basic.4y,no,no,yes,cellular,aug,wed,10,14,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,mon,49,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
33,technician,single,university.degree,no,no,no,cellular,nov,mon,69,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
22,blue-collar,married,professional.course,no,yes,no,cellular,jul,fri,143,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,technician,married,high.school,unknown,no,no,cellular,jul,wed,252,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
33,admin.,married,university.degree,no,yes,no,cellular,nov,fri,482,1,12,1,success,-1.1,94.767,-50.8,1.049,4963.6,yes
35,services,divorced,basic.9y,no,yes,yes,cellular,nov,tue,62,6,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
38,admin.,married,high.school,no,unknown,unknown,cellular,nov,thu,309,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
48,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39,services,divorced,high.school,no,no,no,cellular,may,thu,186,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
31,technician,single,professional.course,no,yes,no,cellular,aug,wed,72,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
74,retired,married,basic.9y,no,yes,no,cellular,aug,mon,156,1,999,1,failure,-2.9,92.201,-31.4,0.861,5076.2,yes
26,admin.,single,high.school,no,yes,no,telephone,jun,mon,223,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
55,technician,married,professional.course,unknown,no,no,cellular,jul,mon,78,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
33,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,84,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
43,unemployed,married,high.school,no,yes,no,telephone,may,wed,585,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26,technician,single,professional.course,no,yes,no,cellular,jun,wed,102,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
35,technician,married,professional.course,no,no,no,cellular,jul,thu,207,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
33,admin.,single,university.degree,no,yes,no,cellular,may,wed,200,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
37,admin.,married,professional.course,no,yes,yes,cellular,apr,thu,700,5,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
28,admin.,single,high.school,no,no,no,telephone,mar,fri,234,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,yes
38,student,single,university.degree,no,unknown,unknown,telephone,jun,tue,23,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
37,self-employed,married,professional.course,no,yes,yes,cellular,nov,mon,1024,1,5,1,success,-3.4,92.649,-30.1,0.722,5017.5,yes
48,retired,divorced,basic.4y,unknown,yes,no,cellular,apr,mon,132,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
24,entrepreneur,married,university.degree,unknown,no,no,telephone,may,fri,1193,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
44,blue-collar,single,basic.9y,no,yes,no,telephone,jul,tue,1127,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
32,admin.,single,university.degree,no,unknown,unknown,cellular,jul,tue,136,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
45,self-employed,married,basic.4y,no,unknown,unknown,cellular,nov,tue,121,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
36,technician,single,professional.course,no,yes,no,cellular,aug,mon,62,1,999,1,failure,-2.9,92.201,-31.4,0.821,5076.2,no
28,technician,single,university.degree,unknown,no,no,telephone,jun,wed,262,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
54,technician,married,university.degree,no,yes,no,cellular,aug,fri,325,1,4,1,success,-2.9,92.201,-31.4,0.881,5076.2,no
26,services,single,high.school,no,no,no,telephone,may,fri,211,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,admin.,divorced,high.school,no,no,no,cellular,may,fri,25,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
43,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,fri,169,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
37,housemaid,single,high.school,no,yes,no,cellular,may,thu,142,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
34,admin.,single,university.degree,no,yes,no,cellular,mar,tue,568,1,6,3,success,-1.8,93.369,-34.8,0.652,5008.7,yes
40,housemaid,divorced,basic.6y,unknown,yes,no,telephone,may,wed,477,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,student,single,basic.4y,no,no,no,telephone,may,thu,484,8,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
32,technician,single,university.degree,no,no,yes,cellular,jul,wed,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,services,married,high.school,no,yes,no,telephone,jun,thu,109,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
54,admin.,divorced,professional.course,no,yes,no,cellular,may,tue,81,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
35,admin.,single,basic.9y,no,yes,no,cellular,may,tue,301,3,9,1,success,-1.8,92.893,-46.2,1.291,5099.1,no
27,self-employed,married,basic.9y,no,yes,no,cellular,may,wed,285,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
48,housemaid,married,basic.9y,no,yes,no,cellular,aug,tue,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,entrepreneur,married,high.school,no,yes,no,cellular,nov,mon,63,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
46,admin.,single,university.degree,no,yes,no,cellular,nov,tue,1166,3,999,1,failure,-1.1,94.767,-50.8,1.046,4963.6,no
34,blue-collar,married,basic.4y,no,yes,yes,cellular,may,wed,338,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
80,retired,divorced,basic.4y,no,no,yes,cellular,jul,thu,169,2,6,2,success,-1.7,94.215,-40.3,0.899,4991.6,yes
35,admin.,married,high.school,no,no,no,cellular,oct,thu,302,1,4,2,success,-3.4,92.431,-26.9,0.754,5017.5,no
29,admin.,single,university.degree,no,yes,no,cellular,nov,mon,183,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
38,blue-collar,single,high.school,unknown,no,no,cellular,jul,thu,147,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
57,management,married,university.degree,no,yes,no,telephone,nov,mon,76,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
47,management,married,basic.4y,no,no,yes,telephone,jun,mon,74,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
47,admin.,married,university.degree,no,no,no,cellular,aug,wed,63,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,technician,married,professional.course,no,yes,no,telephone,jun,mon,302,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
62,retired,married,university.degree,unknown,yes,yes,cellular,aug,thu,791,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
28,blue-collar,single,high.school,no,no,no,cellular,may,thu,16,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
50,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,119,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32,technician,single,university.degree,no,no,yes,cellular,may,fri,137,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
29,services,single,basic.6y,no,yes,yes,cellular,may,wed,252,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
38,technician,divorced,university.degree,unknown,no,no,cellular,aug,mon,125,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,406,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
30,management,single,university.degree,no,yes,no,telephone,jul,mon,90,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
36,management,married,basic.4y,no,no,no,cellular,oct,mon,143,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no
41,blue-collar,married,basic.4y,unknown,yes,yes,cellular,apr,thu,288,1,999,2,failure,-1.8,93.075,-47.1,1.483,5099.1,no
38,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
44,technician,married,professional.course,no,yes,no,telephone,may,mon,200,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
47,blue-collar,married,basic.9y,no,no,no,cellular,jun,tue,544,1,999,0,nonexistent,-1.7,94.055,-39.8,0.713,4991.6,no
51,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,218,6,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
43,entrepreneur,married,high.school,no,yes,yes,telephone,may,mon,642,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
58,management,married,university.degree,no,no,no,telephone,jul,tue,55,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
42,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,93,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
46,admin.,single,university.degree,no,no,no,cellular,may,mon,344,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
39,technician,married,professional.course,no,no,no,telephone,may,tue,73,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
45,admin.,single,university.degree,no,no,no,cellular,may,fri,582,1,3,1,success,-1.8,92.893,-46.2,1.259,5099.1,yes
55,technician,divorced,university.degree,no,yes,no,cellular,aug,tue,610,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,management,single,high.school,no,yes,yes,cellular,nov,wed,201,2,6,1,success,-0.1,93.2,-42.0,4.12,5195.8,no
35,management,married,university.degree,no,yes,no,telephone,oct,mon,309,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,no
51,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,wed,133,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
32,admin.,single,university.degree,no,no,no,cellular,aug,mon,515,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
41,admin.,married,basic.9y,unknown,yes,no,telephone,jun,thu,85,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
54,technician,married,professional.course,unknown,no,yes,cellular,jul,thu,157,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40,blue-collar,married,high.school,no,no,no,telephone,may,fri,51,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
54,management,married,university.degree,no,no,no,cellular,nov,tue,53,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
37,blue-collar,single,high.school,no,yes,yes,telephone,may,wed,131,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
40,housemaid,married,basic.4y,unknown,yes,no,telephone,jun,fri,30,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
43,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,301,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
28,services,single,high.school,no,yes,no,cellular,jul,wed,85,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,technician,married,professional.course,no,no,yes,cellular,aug,thu,189,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
28,admin.,married,university.degree,no,yes,no,cellular,apr,thu,63,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
31,management,married,university.degree,no,no,yes,cellular,aug,thu,166,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
45,admin.,married,basic.6y,unknown,yes,no,telephone,may,thu,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
40,entrepreneur,married,university.degree,no,no,no,cellular,jul,mon,550,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,married,high.school,no,no,no,cellular,may,thu,104,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
39,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,257,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
35,admin.,married,high.school,no,yes,no,cellular,jul,wed,273,2,15,1,success,-1.7,94.215,-40.3,0.802,4991.6,yes
29,unemployed,single,university.degree,no,no,no,telephone,may,thu,297,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,admin.,divorced,high.school,no,no,no,telephone,jun,fri,111,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
43,self-employed,divorced,university.degree,no,no,no,telephone,may,tue,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39,admin.,married,university.degree,no,no,no,cellular,nov,tue,108,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
56,technician,married,professional.course,no,yes,yes,cellular,may,mon,333,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
61,management,married,university.degree,no,yes,no,cellular,sep,fri,491,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,no
47,admin.,married,university.degree,unknown,yes,yes,cellular,apr,fri,126,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
47,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,461,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
41,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,75,1,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,no
35,admin.,single,university.degree,no,yes,no,cellular,jun,mon,293,1,14,1,success,-1.7,94.055,-39.8,0.72,4991.6,yes
32,management,married,university.degree,no,yes,yes,cellular,may,wed,36,9,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
44,blue-collar,single,high.school,unknown,no,no,cellular,jul,mon,699,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
45,technician,married,unknown,unknown,yes,no,cellular,jul,mon,326,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
41,technician,married,university.degree,no,yes,no,cellular,aug,mon,227,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
38,services,married,high.school,no,yes,no,telephone,jul,thu,120,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
44,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu,122,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
57,admin.,married,university.degree,no,yes,no,cellular,jul,mon,564,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
41,technician,divorced,university.degree,no,yes,yes,cellular,aug,fri,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
41,admin.,married,high.school,no,no,no,cellular,jul,thu,61,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,technician,married,professional.course,no,yes,yes,cellular,apr,mon,314,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
34,unknown,single,university.degree,no,no,no,telephone,oct,wed,85,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,no
51,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,192,1,6,1,success,-2.9,92.201,-31.4,0.838,5076.2,yes
39,services,single,university.degree,unknown,yes,no,cellular,nov,thu,689,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
34,services,single,high.school,no,yes,no,cellular,may,thu,230,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
28,blue-collar,divorced,basic.4y,no,no,no,telephone,jul,fri,327,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
29,technician,single,university.degree,no,no,yes,cellular,apr,mon,222,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
59,retired,divorced,high.school,no,yes,no,cellular,apr,thu,247,2,999,1,failure,-1.8,93.749,-34.6,0.644,5008.7,no
34,admin.,married,university.degree,no,yes,no,cellular,may,fri,612,1,999,2,failure,-1.8,92.893,-46.2,1.25,5099.1,no
31,technician,single,professional.course,no,yes,no,cellular,aug,mon,263,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33,technician,married,professional.course,no,yes,no,telephone,jul,mon,9,17,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
42,self-employed,married,university.degree,no,no,no,cellular,apr,tue,133,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
24,admin.,married,high.school,no,yes,no,telephone,may,fri,376,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
60,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,59,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,no
34,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,318,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
29,admin.,single,university.degree,no,yes,no,telephone,may,wed,1273,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
55,admin.,married,high.school,no,no,no,telephone,may,tue,219,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34,technician,married,professional.course,no,no,no,cellular,apr,fri,141,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,227,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
49,blue-collar,married,basic.4y,no,yes,no,cellular,may,fri,87,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
38,services,married,basic.9y,no,yes,no,cellular,apr,thu,220,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,no
41,blue-collar,married,professional.course,unknown,no,yes,telephone,jun,fri,244,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
37,management,divorced,university.degree,no,no,no,cellular,may,thu,51,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
41,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
43,technician,single,professional.course,unknown,unknown,unknown,cellular,nov,thu,157,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
53,blue-collar,married,basic.4y,unknown,yes,no,telephone,aug,tue,1186,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
32,admin.,married,university.degree,no,yes,no,cellular,aug,wed,80,2,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,no
25,services,single,high.school,no,no,yes,telephone,jun,wed,729,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
25,blue-collar,married,high.school,no,no,yes,telephone,jun,wed,29,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
40,self-employed,married,high.school,unknown,no,no,telephone,may,mon,131,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
56,services,married,high.school,unknown,no,yes,cellular,jul,thu,775,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,technician,married,unknown,no,yes,no,cellular,jul,fri,166,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,technician,single,basic.9y,no,yes,no,cellular,nov,wed,648,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
48,blue-collar,single,basic.9y,no,yes,no,cellular,apr,tue,85,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
34,blue-collar,single,basic.4y,no,yes,yes,telephone,may,tue,1093,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
41,blue-collar,married,professional.course,no,no,no,cellular,apr,mon,233,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,753,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
46,housemaid,married,basic.4y,no,no,no,telephone,may,wed,506,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,yes
47,admin.,married,basic.9y,no,yes,no,telephone,may,thu,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
44,services,divorced,high.school,no,no,no,telephone,jun,tue,118,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
40,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,117,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
31,technician,single,basic.9y,no,yes,no,cellular,jul,mon,227,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,single,university.degree,no,yes,no,cellular,nov,tue,145,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
55,entrepreneur,married,professional.course,unknown,yes,no,cellular,jul,fri,243,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
46,technician,divorced,university.degree,unknown,yes,no,telephone,jul,fri,1946,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
43,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,82,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,technician,married,professional.course,no,no,yes,cellular,aug,fri,219,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
25,admin.,married,high.school,unknown,no,no,telephone,jun,thu,18,18,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
36,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,209,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,admin.,married,university.degree,no,yes,no,telephone,jun,wed,379,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
52,technician,married,professional.course,no,no,no,telephone,may,mon,160,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,wed,339,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
68,retired,divorced,professional.course,no,yes,no,cellular,oct,tue,418,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
54,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,79,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
43,entrepreneur,married,basic.4y,no,yes,no,telephone,may,thu,199,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
53,technician,married,unknown,no,no,no,telephone,jun,fri,51,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
32,admin.,single,high.school,no,yes,no,cellular,jun,tue,350,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
48,services,married,high.school,no,no,no,cellular,aug,thu,163,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
26,unemployed,single,basic.9y,no,no,no,telephone,may,wed,282,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
44,blue-collar,married,basic.4y,no,yes,no,cellular,apr,thu,178,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
29,services,single,university.degree,no,no,no,cellular,jul,fri,246,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24,technician,married,high.school,unknown,no,no,cellular,jul,wed,517,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
53,housemaid,married,university.degree,no,no,no,cellular,nov,mon,53,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
35,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,42,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
48,management,married,basic.9y,no,yes,no,telephone,jun,fri,384,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
25,student,single,high.school,no,yes,no,telephone,oct,tue,17,1,999,0,nonexistent,-1.1,94.601,-49.5,1.037,4963.6,no
37,technician,married,university.degree,no,no,no,cellular,aug,wed,107,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
86,retired,married,unknown,unknown,yes,yes,cellular,sep,tue,211,1,7,4,success,-1.1,94.199,-37.5,0.877,4963.6,yes
38,technician,married,university.degree,no,unknown,unknown,cellular,may,thu,86,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
27,services,single,basic.9y,no,no,no,telephone,may,mon,93,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,admin.,married,university.degree,no,yes,no,cellular,nov,tue,510,1,999,1,failure,-1.1,94.767,-50.8,1.035,4963.6,no
54,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,45,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
